addr	size	mangled	demangled
0804a100	23	.init_proc	.init_proc
0804a118	12	sub_804A118	sub_804A118
0804a128	6	.open	.open
0804a138	6	.pthread_mutex_destroy	.pthread_mutex_destroy
0804a148	6	._Znwj	._Znwj
0804a158	6	.strcat	.strcat
0804a168	6	.fread	.fread
0804a178	6	.fmod	.fmod
0804a188	6	.__ctype_toupper_loc	.__ctype_toupper_loc
0804a198	6	._ZNSs6resizeEjc	._ZNSs6resizeEjc
0804a1a8	6	.ungetc	.ungetc
0804a1b8	6	._ZSt29_Rb_tree_insert_and_rebalancebPSt18_Rb_tree_node_baseS0_RS_	._ZSt29_Rb_tree_insert_and_rebalancebPSt18_Rb_tree_node_baseS0_RS_
0804a1c8	6	.__ctype_tolower_loc	.__ctype_tolower_loc
0804a1d8	6	.socket	.socket
0804a1e8	6	.sscanf	.sscanf
0804a1f8	6	.__strtoul_internal	.__strtoul_internal
0804a208	6	.dlopen	.dlopen
0804a218	6	.access	.access
0804a228	6	._ZNSs12_M_leak_hardEv	._ZNSs12_M_leak_hardEv
0804a238	6	._ZNKSs7compareEPKc	._ZNKSs7compareEPKc
0804a248	6	._ZN9__gnu_cxx18__exchange_and_addEPVii	._ZN9__gnu_cxx18__exchange_and_addEPVii
0804a258	6	.mkdir	.mkdir
0804a268	6	.atan2	.atan2
0804a278	6	.strstr	.strstr
0804a288	6	.__strtod_internal	.__strtod_internal
0804a298	6	._ZNSt15_List_node_base6unhookEv	._ZNSt15_List_node_base6unhookEv
0804a2a8	6	.gethostname	.gethostname
0804a2b8	6	._ZSt17__throw_bad_allocv	._ZSt17__throw_bad_allocv
0804a2c8	6	._ZNSs6assignEPKcj	._ZNSs6assignEPKcj
0804a2d8	6	.__cxa_begin_catch	.__cxa_begin_catch
0804a2e8	6	.calloc	.calloc
0804a2f8	6	.__divdi3	.__divdi3
0804a308	6	.setlocale	.setlocale
0804a318	6	._ZSt4endlIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_	._ZSt4endlIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_
0804a328	6	.__strtol_internal	.__strtol_internal
0804a338	6	.isspace	.isspace
0804a348	6	.fputc	.fputc
0804a358	6	.fgets	.fgets
0804a368	6	.longjmp	.longjmp
0804a378	6	.fwrite	.fwrite
0804a388	6	.memcpy	.memcpy
0804a398	6	._ZSt20__throw_length_errorPKc	._ZSt20__throw_length_errorPKc
0804a3a8	6	.tan	.tan
0804a3b8	6	.write	.write
0804a3c8	6	.malloc	.malloc
0804a3d8	6	.frexp	.frexp
0804a3e8	6	.strlen	.strlen
0804a3f8	6	._ZNSsC1ERKSs	._ZNSsC1ERKSs
0804a408	6	.strcoll	.strcoll
0804a418	6	.__moddi3	.__moddi3
0804a428	6	.usleep	.usleep
0804a438	6	.fprintf	.fprintf
0804a448	6	.getcwd	.getcwd
0804a458	6	._ZSt28_Rb_tree_rebalance_for_erasePSt18_Rb_tree_node_baseRS_	._ZSt28_Rb_tree_rebalance_for_erasePSt18_Rb_tree_node_baseRS_
0804a468	6	._ZSt18_Rb_tree_decrementPKSt18_Rb_tree_node_base	._ZSt18_Rb_tree_decrementPKSt18_Rb_tree_node_base
0804a478	6	.readdir	.readdir
0804a488	6	.__cxa_guard_abort	.__cxa_guard_abort
0804a498	6	.sprintf	.sprintf
0804a4a8	6	.__cxa_guard_release	.__cxa_guard_release
0804a4b8	6	.__xstat	.__xstat
0804a4c8	6	.__cxa_atexit	.__cxa_atexit
0804a4d8	6	.dlsym	.dlsym
0804a4e8	6	.settimeofday	.settimeofday
0804a4f8	6	._ZSt18_Rb_tree_incrementPSt18_Rb_tree_node_base	._ZSt18_Rb_tree_incrementPSt18_Rb_tree_node_base
0804a508	6	._ZSt19__throw_logic_errorPKc	._ZSt19__throw_logic_errorPKc
0804a518	6	.strcmp	.strcmp
0804a528	6	.toupper	.toupper
0804a538	6	.time	.time
0804a548	6	.memchr	.memchr
0804a558	6	.setrlimit	.setrlimit
0804a568	6	.tolower	.tolower
0804a578	6	._Znaj	._Znaj
0804a588	6	.__errno_location	.__errno_location
0804a598	6	.strncpy	.strncpy
0804a5a8	6	.fflush	.fflush
0804a5b8	6	._ZNSs4_Rep10_M_destroyERKSaIcE	._ZNSs4_Rep10_M_destroyERKSaIcE
0804a5c8	6	._setjmp	._setjmp
0804a5d8	6	.strrchr	.strrchr
0804a5e8	6	.fseek	.fseek
0804a5f8	6	.getenv	.getenv
0804a608	6	.fputs	.fputs
0804a618	6	.vsprintf	.vsprintf
0804a628	6	.acos	.acos
0804a638	6	.sin	.sin
0804a648	6	.srand	.srand
0804a658	6	.isalnum	.isalnum
0804a668	6	.strchr	.strchr
0804a678	6	._ZNSsC1ERKSsjj	._ZNSsC1ERKSsjj
0804a688	6	._ZdlPv	._ZdlPv
0804a698	6	.rename	.rename
0804a6a8	6	.__libc_start_main	.__libc_start_main
0804a6b8	6	.mktime	.mktime
0804a6c8	6	.chdir	.chdir
0804a6d8	6	.pthread_mutex_unlock	.pthread_mutex_unlock
0804a6e8	6	._ZStlsISt11char_traitsIcEERSt13basic_ostreamIcT_ES5_PKc	._ZStlsISt11char_traitsIcEERSt13basic_ostreamIcT_ES5_PKc
0804a6f8	6	._ZNKSs4findEPKcjj	._ZNKSs4findEPKcjj
0804a708	6	.vsnprintf	.vsnprintf
0804a718	6	.atan	.atan
0804a728	6	.fscanf	.fscanf
0804a738	6	.signal	.signal
0804a748	6	._ZSt18_Rb_tree_decrementPSt18_Rb_tree_node_base	._ZSt18_Rb_tree_decrementPSt18_Rb_tree_node_base
0804a758	6	._ZNSt15_List_node_base4hookEPS_	._ZNSt15_List_node_base4hookEPS_
0804a768	6	.gettimeofday	.gettimeofday
0804a778	6	.localtime_r	.localtime_r
0804a788	6	.pthread_mutex_init	.pthread_mutex_init
0804a798	6	.__ctype_b_loc	.__ctype_b_loc
0804a7a8	6	.rand	.rand
0804a7b8	6	._ZNSs6appendEPKcj	._ZNSs6appendEPKcj
0804a7c8	6	.sqrt	.sqrt
0804a7d8	6	.isalpha	.isalpha
0804a7e8	6	.log	.log
0804a7f8	6	._ZNSsC1EPKcRKSaIcE	._ZNSsC1EPKcRKSaIcE
0804a808	6	.pthread_mutex_lock	.pthread_mutex_lock
0804a818	6	._ZSt18_Rb_tree_incrementPKSt18_Rb_tree_node_base	._ZSt18_Rb_tree_incrementPKSt18_Rb_tree_node_base
0804a828	6	.inet_addr	.inet_addr
0804a838	6	.free	.free
0804a848	6	._ZdaPv	._ZdaPv
0804a858	6	._ZNSs6assignERKSs	._ZNSs6assignERKSs
0804a868	6	.clock	.clock
0804a878	6	.strncmp	.strncmp
0804a888	6	.strcasecmp	.strcasecmp
0804a898	6	.fgetc	.fgetc
0804a8a8	6	.strcspn	.strcspn
0804a8b8	6	.opendir	.opendir
0804a8c8	6	.closedir	.closedir
0804a8d8	6	.exit	.exit
0804a8e8	6	._ZSt20__throw_out_of_rangePKc	._ZSt20__throw_out_of_rangePKc
0804a8f8	6	.printf	.printf
0804a908	6	.__cxa_rethrow	.__cxa_rethrow
0804a918	6	.strerror	.strerror
0804a928	6	.dlclose	.dlclose
0804a938	6	.asin	.asin
0804a948	6	.feof	.feof
0804a958	6	.puts	.puts
0804a968	6	._ZNSt8ios_base4InitC1Ev	._ZNSt8ios_base4InitC1Ev
0804a978	6	._ZNSsD1Ev	._ZNSsD1Ev
0804a988	6	._ZNSs4_Rep9_S_createEjjRKSaIcE	._ZNSs4_Rep9_S_createEjjRKSaIcE
0804a998	6	.uuid_generate	.uuid_generate
0804a9a8	6	.cos	.cos
0804a9b8	6	.difftime	.difftime
0804a9c8	6	.__cxa_end_catch	.__cxa_end_catch
0804a9d8	6	.exp	.exp
0804a9e8	6	.memset	.memset
0804a9f8	6	.putchar	.putchar
0804aa08	6	.strspn	.strspn
0804aa18	6	.__gxx_personality_v0	.__gxx_personality_v0
0804aa28	6	.pthread_self	.pthread_self
0804aa38	6	.strftime	.strftime
0804aa48	6	.remove	.remove
0804aa58	6	.tmpnam	.tmpnam
0804aa68	6	.gmtime	.gmtime
0804aa78	6	.snprintf	.snprintf
0804aa88	6	.ldexp	.ldexp
0804aa98	6	.close	.close
0804aaa8	6	.strpbrk	.strpbrk
0804aab8	6	._Unwind_Resume	._Unwind_Resume
0804aac8	6	.vfprintf	.vfprintf
0804aad8	6	.pow	.pow
0804aae8	6	.fclose	.fclose
0804aaf8	6	.__cxa_guard_acquire	.__cxa_guard_acquire
0804ab08	6	.memmove	.memmove
0804ab18	6	.times	.times
0804ab28	6	.freopen	.freopen
0804ab38	6	.log10	.log10
0804ab48	6	._ZNSsC1EPKcjRKSaIcE	._ZNSsC1EPKcjRKSaIcE
0804ab58	6	.ctime	.ctime
0804ab68	6	.ioctl	.ioctl
0804ab78	6	._ZNSs9_M_mutateEjjj	._ZNSs9_M_mutateEjjj
0804ab88	6	.system	.system
0804ab98	6	.__gmon_start__	.__gmon_start__
0804aba8	6	.strcpy	.strcpy
0804abb8	6	.__cxa_pure_virtual	.__cxa_pure_virtual
0804abc8	6	.localtime	.localtime
0804abd8	6	.__assert_fail	.__assert_fail
0804abe8	6	.realloc	.realloc
0804abf8	6	.fopen	.fopen
0804ac08	6	._ZNSt8ios_base4InitD1Ev	._ZNSt8ios_base4InitD1Ev
0804ac18	6	.ftell	.ftell
0804ac30	34	_start	_start
0804ac54	38	call_gmon_start	call_gmon_start
0804ac80	85	__do_global_dtors_aux	__do_global_dtors_aux
0804ace0	35	frame_dummy	frame_dummy
0804ad10	416	main	main
0804aeb0	84	_ZN9KSOServer11EventNotifyEji	KSOServer::EventNotify(unsigned int,int)
0804af10	103	_ZN9KSOServer12CreateClientEiPP7IClient	KSOServer::CreateClient(int,IClient **)
0804af80	116	_ZN9KSOServer21ProcessPlayerMessagesEv	KSOServer::ProcessPlayerMessages(void)
0804b000	18	_ZN9KSOServer4ExitEv	KSOServer::Exit(void)
0804b020	23	_ZN9KSOServer16SendDataToClientEmPKvj	KSOServer::SendDataToClient(unsigned long,void const*,unsigned int)
0804b040	36	_ZN9KSOServer14ShutdownClientEm	KSOServer::ShutdownClient(unsigned long)
0804b070	41	_ZN9KSOServer13GetClientInfoEm	KSOServer::GetClientInfo(unsigned long)
0804b0a0	14	_ZNK9KSOServer13GetInternetIpEv	KSOServer::GetInternetIp(void)const
0804b0b0	14	_ZNK9KSOServer13GetIntranetIpEv	KSOServer::GetIntranetIp(void)const
0804b0c0	14	_ZNK9KSOServer7GetPortEv	KSOServer::GetPort(void)const
0804b0d0	13	_ZNK9KSOServer17GetBishopClientIpEv	KSOServer::GetBishopClientIp(void)const
0804b0e0	27	_ZN9KSOServer10CreateCoreEPP11IServerCoreii	KSOServer::CreateCore(IServerCore **,int,int)
0804b100	18	_ZN9KSOServer18RecvGoddessMessageERj	KSOServer::RecvGoddessMessage(unsigned int &)
0804b120	144	_ZN9KSOServer16SendDataToServerE13KE_SERVERTYPEPKvj	KSOServer::SendDataToServer(KE_SERVERTYPE,void const*,unsigned int)
0804b1b0	265	_ZN9KSOServer12CreateServerEv	KSOServer::CreateServer(void)
0804b2c0	149	_Z12GetIpAddressPKcPm	GetIpAddress(char const*,unsigned long *)
0804b360	160	_ZN9KSOServer17GetLocalIpAddressEPmS0_	KSOServer::GetLocalIpAddress(unsigned long *,unsigned long *)
0804b400	68	_ZN9KSOServer21ProcessClientMessagesEv	KSOServer::ProcessClientMessages(void)
0804b450	58	_ZN9KSOServer22CloseClientConnectionsEv	KSOServer::CloseClientConnections(void)
0804b490	79	_ZN9KSOServer23CreateClientConnectionsEv	KSOServer::CreateClientConnections(void)
0804b4e0	65	_Z4Ip2am	Ip2a(unsigned long)
0804b530	159	_ZN9KSOServer14LoadConnectionEP8KIniFilePKcP11KCONNECTION	KSOServer::LoadConnection(KIniFile *,char const*,KCONNECTION *)
0804b5d0	16	_ZN9KSOServer6UnLockEv	KSOServer::UnLock(void)
0804b5e0	16	_ZN9KSOServer4LockEv	KSOServer::Lock(void)
0804b5f0	68	_ZN9KSOServer17ServerEventNotifyEPvji	KSOServer::ServerEventNotify(void *,unsigned int,int)
0804b640	210	_ZN9KSOServerD2Ev	KSOServer::~KSOServer()
0804b720	538	_ZN9KSOServerC2Ev	KSOServer::KSOServer(void)
0804b940	210	_ZN9KSOServerD1Ev	KSOServer::~KSOServer()
0804ba20	313	_ZN9KSOServer7BreatheEv	KSOServer::Breathe(void)
0804bb60	112	_ZN9KSOServer11MessageLoopEv	KSOServer::MessageLoop(void)
0804bbd0	187	_ZN9KSOServer4LoopEv	KSOServer::Loop(void)
0804bc90	34	_ZN9KSOServer3RunEv	KSOServer::Run(void)
0804bcc0	446	_ZN9KSOServer12UnInitializeEv	KSOServer::UnInitialize(void)
0804be80	538	_ZN9KSOServerC1Ev	KSOServer::KSOServer(void)
0804c0a0	2045	_ZN9KSOServer10InitializeEii	KSOServer::Initialize(int,int)
0804c8a0	13	_ZN11KThreadLock6UnlockEv	KThreadLock::Unlock(void)
0804c8b0	13	_ZN11KThreadLock4LockEv	KThreadLock::Lock(void)
0804c8c0	33	_ZN10KHeavenLib6DecodeEPvjj	KHeavenLib::Decode(void *,unsigned int,unsigned int)
0804c8f0	33	_ZN11KRainbowLib6DecodeEPvjj	KRainbowLib::Decode(void *,unsigned int,unsigned int)
0804c920	33	_ZN10KHeavenLib6EncodeEPvjj	KHeavenLib::Encode(void *,unsigned int,unsigned int)
0804c950	33	_ZN11KRainbowLib6EncodeEPvjj	KRainbowLib::Encode(void *,unsigned int,unsigned int)
0804c980	33	_ZN7KCoder26DecodeEPvjj	KCoder2::Decode(void *,unsigned int,unsigned int)
0804c9b0	33	_ZN7KCoder26EncodeEPvjj	KCoder2::Encode(void *,unsigned int,unsigned int)
0804c9e0	37	_ZN15CChatConnectionD0Ev	CChatConnection::~CChatConnection()
0804ca10	18	_ZN15CChatConnectionD1Ev	CChatConnection::~CChatConnection()
0804ca30	18	_ZN15CChatConnectionD2Ev	CChatConnection::~CChatConnection()
0804ca50	38	_ZN15CChatConnectionC1Ev	CChatConnection::CChatConnection(void)
0804ca80	38	_ZN15CChatConnectionC2Ev	CChatConnection::CChatConnection(void)
0804cab0	14	_ZN17CClientConnection16ConnectionResultEi	CClientConnection::ConnectionResult(int)
0804cac0	10	_ZN17CClientConnection7ISafetyEv	CClientConnection::ISafety(void)
0804cad0	5	_ZN17CClientConnection16ApplyCheckSafetyEv	CClientConnection::ApplyCheckSafety(void)
0804cae0	5	_ZN17CClientConnection14ProcessMessageEPvi	CClientConnection::ProcessMessage(void *,int)
0804caf0	7	_ZN15CChatConnection7IsPrimeEv	CChatConnection::IsPrime(void)
0804cb00	37	_ZN15CTranConnectionD0Ev	CTranConnection::~CTranConnection()
0804cb30	18	_ZN15CTranConnectionD1Ev	CTranConnection::~CTranConnection()
0804cb50	18	_ZN15CTranConnectionD2Ev	CTranConnection::~CTranConnection()
0804cb70	38	_ZN15CTranConnectionC1Ev	CTranConnection::CTranConnection(void)
0804cba0	38	_ZN15CTranConnectionC2Ev	CTranConnection::CTranConnection(void)
0804cbd0	10	_ZN15CTranConnection7IsPrimeEv	CTranConnection::IsPrime(void)
0804cbe0	37	_ZN15CTongConnectionD0Ev	CTongConnection::~CTongConnection()
0804cc10	18	_ZN15CTongConnectionD1Ev	CTongConnection::~CTongConnection()
0804cc30	18	_ZN15CTongConnectionD2Ev	CTongConnection::~CTongConnection()
0804cc50	38	_ZN15CTongConnectionC1Ev	CTongConnection::CTongConnection(void)
0804cc80	38	_ZN15CTongConnectionC2Ev	CTongConnection::CTongConnection(void)
0804ccb0	14	_ZN21CClientPingConnection8IsSafetyEv	CClientPingConnection::IsSafety(void)
0804ccc0	10	_ZN15CTongConnection7IsPrimeEv	CTongConnection::IsPrime(void)
0804ccd0	37	_ZN18CGatewayConnectionD0Ev	CGatewayConnection::~CGatewayConnection()
0804cd00	18	_ZN18CGatewayConnectionD1Ev	CGatewayConnection::~CGatewayConnection()
0804cd20	18	_ZN18CGatewayConnectionD2Ev	CGatewayConnection::~CGatewayConnection()
0804cd40	38	_ZN18CGatewayConnectionC1Ev	CGatewayConnection::CGatewayConnection(void)
0804cd70	38	_ZN18CGatewayConnectionC2Ev	CGatewayConnection::CGatewayConnection(void)
0804cda0	10	_ZN17CClientConnection7IsPrimeEv	CClientConnection::IsPrime(void)
0804cdb0	37	_ZN19CDatabaseConnectionD0Ev	CDatabaseConnection::~CDatabaseConnection()
0804cde0	18	_ZN19CDatabaseConnectionD1Ev	CDatabaseConnection::~CDatabaseConnection()
0804ce00	18	_ZN19CDatabaseConnectionD2Ev	CDatabaseConnection::~CDatabaseConnection()
0804ce20	38	_ZN19CDatabaseConnectionC1Ev	CDatabaseConnection::CDatabaseConnection(void)
0804ce50	38	_ZN19CDatabaseConnectionC2Ev	CDatabaseConnection::CDatabaseConnection(void)
0804ce80	138	_ZN17CClientConnection15ProcessMessagesEP11IServerCore	CClientConnection::ProcessMessages(IServerCore *)
0804cf10	10	_ZN17CClientConnection16TranslateMessageEPvi	CClientConnection::TranslateMessage(void *,int)
0804cf20	50	_ZN17CClientConnection8SendDataEPKvj	CClientConnection::SendData(void const*,unsigned int)
0804cf60	37	_ZN17CClientConnection8RecvDataERj	CClientConnection::RecvData(unsigned int &)
0804cf90	49	_ZN17CClientConnection8WriteLogEPKc	CClientConnection::WriteLog(char const*)
0804cfd0	70	_ZN17CClientConnection5CloseEv	CClientConnection::Close(void)
0804d020	57	_ZN17CClientConnection17OnConnectionCloseEv	CClientConnection::OnConnectionClose(void)
0804d060	30	_ZN17CClientConnection18OnConnectionCreateEv	CClientConnection::OnConnectionCreate(void)
0804d080	427	_ZN17CClientConnection4OpenEv	CClientConnection::Open(void)
0804d230	40	_ZN17CClientConnectionD0Ev	CClientConnection::~CClientConnection()
0804d260	24	_ZN17CClientConnectionD1Ev	CClientConnection::~CClientConnection()
0804d280	24	_ZN17CClientConnectionD2Ev	CClientConnection::~CClientConnection()
0804d2a0	144	_ZN17CClientConnectionC1EPKc	CClientConnection::CClientConnection(char const*)
0804d330	90	_ZN17CClientConnection12EventHandlerEPvi	CClientConnection::EventHandler(void *,int)
0804d390	144	_ZN17CClientConnectionC2EPKc	CClientConnection::CClientConnection(char const*)
0804d420	87	_ZN21CClientPingConnection16TranslateMessageEPvi	CClientPingConnection::TranslateMessage(void *,int)
0804d480	37	_ZN21CClientPingConnectionD0Ev	CClientPingConnection::~CClientPingConnection()
0804d4b0	18	_ZN21CClientPingConnectionD1Ev	CClientPingConnection::~CClientPingConnection()
0804d4d0	18	_ZN21CClientPingConnectionD2Ev	CClientPingConnection::~CClientPingConnection()
0804d4f0	77	_ZN21CClientPingConnectionC1EPKc	CClientPingConnection::CClientPingConnection(char const*)
0804d540	77	_ZN21CClientPingConnectionC2EPKc	CClientPingConnection::CClientPingConnection(char const*)
0804d590	29	_ZN21CClientPingConnection16ConnectionResultEi	CClientPingConnection::ConnectionResult(int)
0804d5b0	156	_ZN21CClientPingConnection16ApplyCheckSafetyEv	CClientPingConnection::ApplyCheckSafety(void)
0804d650	167	_Z16KSG_DecodeEncodejPhPj	KSG_DecodeEncode(unsigned int,unsigned char *,unsigned int *)
0804d700	167	_Z17KSG_DecodeEncode2jPhPj	KSG_DecodeEncode2(unsigned int,unsigned char *,unsigned int *)
0804d7b0	41	_Z13KSG_DecodeBufjPhPj	KSG_DecodeBuf(unsigned int,unsigned char *,unsigned int *)
0804d7e0	41	_Z13KSG_EncodeBufjPhPj	KSG_EncodeBuf(unsigned int,unsigned char *,unsigned int *)
0804d810	10	_ZN11KServerCore18GetServerStartTimeEv	KServerCore::GetServerStartTime(void)
0804d820	10	_ZN11KServerCore18GetGateWayClientIDEv	KServerCore::GetGateWayClientID(void)
0804d830	10	_ZN11KServerCore11GetLoopRateEv	KServerCore::GetLoopRate(void)
0804d840	24	_ZN11KServerCore14GetConnectInfoEP16KCoreConnectInfo	KServerCore::GetConnectInfo(KCoreConnectInfo *)
0804d860	10	_ZN11KServerCore10OnShutdownEv	KServerCore::OnShutdown(void)
0804d870	37	_ZN11KServerCore8AddTimerEP6ITimerm	KServerCore::AddTimer(ITimer *,unsigned long)
0804d8a0	28	_ZN11KServerCore8DelTimerEm	KServerCore::DelTimer(unsigned long)
0804d8c0	28	_ZN11KServerCore12SuspendTimerEm	KServerCore::SuspendTimer(unsigned long)
0804d8e0	28	_ZN11KServerCore11ResumeTimerEm	KServerCore::ResumeTimer(unsigned long)
0804d900	25	_ZN11KServerCore18IsPlayerForbitTalkEi	KServerCore::IsPlayerForbitTalk(int)
0804d920	43	_ZN11KServerCore14GetExchangeMapEi	KServerCore::GetExchangeMap(int)
0804d950	39	_ZN11KServerCore13SetSaveStatusEij	KServerCore::SetSaveStatus(int,unsigned int)
0804d980	40	_ZN11KServerCore13GetSaveStatusEi	KServerCore::GetSaveStatus(int)
0804d9b0	48	_ZN11KServerCore20InitConnectionStatusEP10GameStatusi	KServerCore::InitConnectionStatus(GameStatus *,int)
0804d9e0	54	_ZN11KServerCore21CleanConnectionStatusEi	KServerCore::CleanConnectionStatus(int)
0804da20	55	_ZN11KServerCore14OnClientCreateEm	KServerCore::OnClientCreate(unsigned long)
0804da60	62	_ZN11KServerCore13GetLogoutTypeEii	KServerCore::GetLogoutType(int,int)
0804daa0	92	_ZN11KServerCore10PingClientEm	KServerCore::PingClient(unsigned long)
0804db00	115	_ZN11KServerCore17PermitPlayerLoginEPi	KServerCore::PermitPlayerLogin(int *)
0804db80	5	__tcf_1	__tcf_1
0804db90	218	_Z41__static_initialization_and_destruction_0ii	__static_initialization_and_destruction_0(int,int)
0804dc70	19	_GLOBAL__I_g_pGameServer	`global constructor keyed to'g_pGameServer
0804dc90	16	__tcf_4	__tcf_4
0804dca0	16	__tcf_3	__tcf_3
0804dcb0	16	__tcf_2	__tcf_2
0804dcc0	102	_ZN11KServerCore22NotifyGoddessEnterGameEPKci	KServerCore::NotifyGoddessEnterGame(char const*,int)
0804dd30	55	_ZN11KServerCore11MessageLoopEv	KServerCore::MessageLoop(void)
0804dd70	97	_ZN11KServerCore18ReleaseMsgIntervalEi	KServerCore::ReleaseMsgInterval(int)
0804dde0	92	_ZN11KServerCore20ProcessClientMessageEjPKvj	KServerCore::ProcessClientMessage(unsigned int,void const*,unsigned int)
0804de40	145	_ZN11KServerCore20ProcessServerMessageE13KE_SERVERTYPEPKvj	KServerCore::ProcessServerMessage(KE_SERVERTYPE,void const*,unsigned int)
0804dee0	67	_ZN11KServerCore7GetGuidEiPv	KServerCore::GetGuid(int,void *)
0804df30	16	_ZN11KServerCore31ProcessRelayNationalWarProtocolEPhj	KServerCore::ProcessRelayNationalWarProtocol(unsigned char *,unsigned int)
0804df40	20	_ZN11KServerCore22ProcessIBUseItemReturnEPhj	KServerCore::ProcessIBUseItemReturn(unsigned char *,unsigned int)
0804df60	20	_ZN11KServerCore22ProcessIBBuyItemReturnEPhj	KServerCore::ProcessIBBuyItemReturn(unsigned char *,unsigned int)
0804df80	22	_ZN11KServerCore16ProcessRoleSavedEiPKci	KServerCore::ProcessRoleSaved(int,char const*,int)
0804dfa0	36	_ZN11KServerCore23ProcessRelayChatRoomMsgEPhj	KServerCore::ProcessRelayChatRoomMsg(unsigned char *,unsigned int)
0804dfd0	144	_ZN11KServerCore22OnTongNameChangeResultEP22TONGNAME_CHANGE_RESULT	KServerCore::OnTongNameChangeResult(TONGNAME_CHANGE_RESULT *)
0804e060	127	_ZN11KServerCore21OnTongNameQueryResultEP21TONGNAME_QUERY_RESULT	KServerCore::OnTongNameQueryResult(TONGNAME_QUERY_RESULT *)
0804e0e0	120	_ZN11KServerCore22OnRoleNameChangeResultEP21TRoleNameChangeResult	KServerCore::OnRoleNameChangeResult(TRoleNameChangeResult *)
0804e160	152	_ZN11KServerCore21OnRoleNameQueryResultEP20TRoleNameQueryResult	KServerCore::OnRoleNameQueryResult(TRoleNameQueryResult *)
0804e200	215	_ZN11KServerCore26ProcessSpreaderCDKeyReturnEPhj	KServerCore::ProcessSpreaderCDKeyReturn(unsigned char *,unsigned int)
0804e2e0	16	_ZN11KServerCore24ProcessRelayTongProtocolEPhj	KServerCore::ProcessRelayTongProtocol(unsigned char *,unsigned int)
0804e2f0	31	_ZN11KServerCore17PlayerPrepareQuitEi	KServerCore::PlayerPrepareQuit(int)
0804e310	16	_ZN11KServerCore30ProcessRelayLadderRankProtocolEPhj	KServerCore::ProcessRelayLadderRankProtocol(unsigned char *,unsigned int)
0804e320	31	_ZN11KServerCore26ProcessRelayBattleProtocolEPhj	KServerCore::ProcessRelayBattleProtocol(unsigned char *,unsigned int)
0804e340	16	_ZN11KServerCore27ProcessRelayCityWarProtocolEPhj	KServerCore::ProcessRelayCityWarProtocol(unsigned char *,unsigned int)
0804e350	16	_ZN11KServerCore27ProcessRelayAuctionProtocolEPhj	KServerCore::ProcessRelayAuctionProtocol(unsigned char *,unsigned int)
0804e360	16	_ZN11KServerCore25ProcessRelayKillerLosewayEPhj	KServerCore::ProcessRelayKillerLoseway(unsigned char *,unsigned int)
0804e370	16	_ZN11KServerCore29ProcessRelayKillerc2cProtocolEPhj	KServerCore::ProcessRelayKillerc2cProtocol(unsigned char *,unsigned int)
0804e380	16	_ZN11KServerCore26ProcessRelayKillerProtocolEPhj	KServerCore::ProcessRelayKillerProtocol(unsigned char *,unsigned int)
0804e390	16	_ZN11KServerCore21AdditionalGameProcessEPKcj	KServerCore::AdditionalGameProcess(char const*,unsigned int)
0804e3a0	146	_ZN11KServerCore20DoQueryStatIDRequestEPKc	KServerCore::DoQueryStatIDRequest(char const*)
0804e440	88	_ZN11KServerCore12OnChannelMsgEiPKvj	KServerCore::OnChannelMsg(int,void const*,unsigned int)
0804e4a0	71	_ZN11KServerCore10Msg2PlayerEiPKc	KServerCore::Msg2Player(int,char const*)
0804e4f0	205	_ZN11KServerCore23PlayerCanUseChatChannelEii	KServerCore::PlayerCanUseChatChannel(int,int)
0804e5c0	173	_ZN11KServerCore9ChatWorldEmPKvj	KServerCore::ChatWorld(unsigned long,void const*,unsigned int)
0804e670	213	_ZN11KServerCore8ChatTongEmPKvj	KServerCore::ChatTong(unsigned long,void const*,unsigned int)
0804e750	205	_ZN11KServerCore11ChatFactionEmPKvj	KServerCore::ChatFaction(unsigned long,void const*,unsigned int)
0804e820	253	_ZN11KServerCore8ChatTeamEmPKvj	KServerCore::ChatTeam(unsigned long,void const*,unsigned int)
0804e920	589	_ZN11KServerCore12PayForSpeechEi15enumChannelTypei	KServerCore::PayForSpeech(int,enumChannelType,int)
0804eb70	16	_ZN11KServerCore9SetLadderEPvj	KServerCore::SetLadder(void *,unsigned int)
0804eb80	154	_ZN11KServerCore9GroupChatEhmPKvj	KServerCore::GroupChat(unsigned char,unsigned long,void const*,unsigned int)
0804ec20	31	_ZN11KServerCore27PreparePlayerForLoginFailedEi	KServerCore::PreparePlayerForLoginFailed(int)
0804ec40	148	_ZN11KServerCore10ChangeGuidEiP5_GUID	KServerCore::ChangeGuid(int,_GUID *)
0804ece0	31	_ZN11KServerCore23RemovePlayerForExchangeEi	KServerCore::RemovePlayerForExchange(int)
0804ed00	41	_ZN11KServerCore24IsPlayerExchangingServerEi	KServerCore::IsPlayerExchangingServer(int)
0804ed30	64	_ZN11KServerCore24PreparePlayerForExchangeEi	KServerCore::PreparePlayerForExchange(int)
0804ed70	102	_ZN11KServerCore20GetPlayerIndexByGuidEP5_GUIDPiS2_	KServerCore::GetPlayerIndexByGuid(_GUID *,int *,int *)
0804ede0	47	_ZN11KServerCore16AddTempTaskValueEiPKc	KServerCore::AddTempTaskValue(int,char const*)
