addr	size	mangled	demangled
0821ebb0	82	_ZN9KMemStack4PushEi	KMemStack::Push(int)
0821ec10	60	_ZN9KMemStackC1Ev	KMemStack::KMemStack(void)
0821ec50	60	_ZN9KMemStackC2Ev	KMemStack::KMemStack(void)
0821ec90	44	_ZN5KNode6RemoveEv	KNode::Remove(void)
0821ecc0	70	_ZN5KNode11InsertAfterEPS_	KNode::InsertAfter(KNode*)
0821ed10	70	_ZN5KNode12InsertBeforeEPS_	KNode::InsertBefore(KNode*)
0821ed60	13	_Z17g_SetFindFileModei	g_SetFindFileMode(int)
0821ed70	10	_Z14g_GetPacksPathv	g_GetPacksPath(void)
0821ed80	26	_ZN8KPakFile11IsFileInPakEv	KPakFile::IsFileInPak(void)
0821eda0	7	_ZN8KPakFile4SaveEPKc	KPakFile::Save(char const*)
0821edb0	70	_ZN8KPakFile9GetBufferEv	KPakFile::GetBuffer(void)
0821ee00	109	_ZN8KPakFile5CloseEv	KPakFile::Close(void)
0821ee70	84	_ZN8KPakFile4SizeEv	KPakFile::Size(void)
0821eed0	84	_ZN8KPakFile4TellEv	KPakFile::Tell(void)
0821ef30	179	_ZN8KPakFile4SeekEij	KPakFile::Seek(int,unsigned int)
0821eff0	268	_ZN8KPakFile4ReadEPvj	KPakFile::Read(void *,unsigned int)
0821f100	204	_ZN8KPakFile4OpenEPKc	KPakFile::Open(char const*)
0821f1d0	84	_ZN8KPakFileD1Ev	KPakFile::~KPakFile()
0821f230	84	_ZN8KPakFileD2Ev	KPakFile::~KPakFile()
0821f290	110	_ZN8KPakFileC1Ev	KPakFile::KPakFile(void)
0821f300	110	_ZN8KPakFileC2Ev	KPakFile::KPakFile(void)
0821f370	20	_Z19g_ClearPackageFilesv	g_ClearPackageFiles(void)
0821f390	40	_Z18g_LoadPackageFilesPKc	g_LoadPackageFiles(char const*)
0821f3c0	25	_ZN9XPackListC2Ev	XPackList::XPackList(void)
0821f3e0	25	_ZN9XPackListC1Ev	XPackList::XPackList(void)
0821f400	66	_Z41__static_initialization_and_destruction_0ii_83	_Z41__static_initialization_and_destruction_0ii_83
0821f450	16	_GLOBAL__I_g_EnginePackList	`global constructor keyed to'g_EnginePackList
0821f460	59	_ZN9XPackList11GetSprFrameEiP7SPRHEADi	XPackList::GetSprFrame(int,SPRHEAD *,int)
0821f4a0	46	_ZN9XPackList12GetSprHeaderERN9XPackFile16XPackElemFileRefERP7SPROFFS	XPackList::GetSprHeader(XPackFile::XPackElemFileRef &,SPROFFS *&)
0821f4d0	43	_ZN9XPackList17GetElemFileBufferERN9XPackFile16XPackElemFileRefE	XPackList::GetElemFileBuffer(XPackFile::XPackElemFileRef &)
0821f500	31	_ZN9XPackList19ElemGetFragmentSizeERN9XPackFile16XPackElemFileRefEi	XPackList::ElemGetFragmentSize(XPackFile::XPackElemFileRef &,int)
0821f520	31	_ZN9XPackList20ElemGetFragmentCountERN9XPackFile16XPackElemFileRefE	XPackList::ElemGetFragmentCount(XPackFile::XPackElemFileRef &)
0821f540	31	_ZN9XPackList22ElemIsPackedByFragmentERN9XPackFile16XPackElemFileRefE	XPackList::ElemIsPackedByFragment(XPackFile::XPackElemFileRef &)
0821f560	31	_ZN9XPackList16ElemReadFragmentERN9XPackFile16XPackElemFileRefEiRPv	XPackList::ElemReadFragment(XPackFile::XPackElemFileRef &,int,void *&)
0821f580	71	_ZN9XPackList12ElemFileReadERN9XPackFile16XPackElemFileRefEPvm	XPackList::ElemFileRead(XPackFile::XPackElemFileRef &,void *,unsigned long)
0821f5d0	95	_ZN9XPackList12FindElemFileEjRN9XPackFile16XPackElemFileRefE	XPackList::FindElemFile(unsigned int,XPackFile::XPackElemFileRef &)
0821f630	98	_ZN9XPackList12FindElemFileEPKcRN9XPackFile16XPackElemFileRefE	XPackList::FindElemFile(char const*,XPackFile::XPackElemFileRef &)
0821f6a0	91	_ZN9XPackList5CloseEv	XPackList::Close(void)
0821f700	596	_ZN9XPackList4OpenEPKc	XPackList::Open(char const*)
0821f960	9	_ZN9XPackListD1Ev	XPackList::~XPackList()
0821f970	16	__tcf_0_71	__tcf_0_71
0821f980	9	_ZN9XPackListD2Ev	XPackList::~XPackList()
0821f990	27	_ZN6KCodec10GetPackLenEm	KCodec::GetPackLen(unsigned long)
0821f9b0	76	_Z11g_FreeCodecPP6KCodeci	g_FreeCodec(KCodec **,int)
0821fa00	141	_Z11g_InitCodecPP6KCodeci	g_InitCodec(KCodec **,int)
0821fa90	51	_ZN6KCodec6DecodeEP9TCodeInfo	KCodec::Decode(TCodeInfo *)
0821fad0	51	_ZN6KCodec6EncodeEP9TCodeInfo	KCodec::Encode(TCodeInfo *)
0821fb10	1083	_ZN9KCodecLzo8CompressEPhmS0_Pm	KCodecLzo::Compress(unsigned char *,unsigned long,unsigned char *,unsigned long *)
0821ff50	974	_ZN9KCodecLzo6DecodeEP9TCodeInfo	KCodecLzo::Decode(TCodeInfo *)
08220320	313	_ZN9KCodecLzo6EncodeEP9TCodeInfo	KCodecLzo::Encode(TCodeInfo *)
08220460	13	_Z12g_RandomSeedj	g_RandomSeed(unsigned int)
08220470	44	_Z8g_Randomj	g_Random(unsigned int)
082204a0	10	_Z15g_GetRandomSeedv	g_GetRandomSeed(void)
082204b0	14	_ZN7KScriptC2Ev	KScript::KScript(void)
082204c0	14	_ZN7KScriptC1Ev	KScript::KScript(void)
082204d0	10	_ZN7KScript4InitEv	KScript::Init(void)
082204e0	5	_ZN7KScript4ExitEv	KScript::Exit(void)
082204f0	10	_ZN7KScript4LoadEPKc	KScript::Load(char const*)
08220500	10	_ZN7KScript7CompileEPKc	KScript::Compile(char const*)
08220510	10	_ZN7KScript7ExecuteEv	KScript::Execute(void)
08220520	10	_ZN7KScript12CallFunctionEPKciS1_z	KScript::CallFunction(char const*,int,char const*,...)
08220530	10	_ZN7KScript16RegisterFunctionEPKcPv	KScript::RegisterFunction(char const*,void *)
08220540	18	_ZN7KScriptD0Ev	KScript::~KScript()
08220560	14	_ZN7KScriptD1Ev	KScript::~KScript()
08220570	14	_ZN7KScriptD2Ev	KScript::~KScript()
08220580	89	_Z20KSG_StringSkipSymbolPPKci	KSG_StringSkipSymbol(char const**,int)
082205e0	227	_Z16KSG_StringGetIntPPKci	KSG_StringGetInt(char const**,int)
082206d0	41	_Z10g_StrUpperPc	g_StrUpper(char *)
08220700	41	_Z10g_StrLowerPc	g_StrLower(char *)
08220730	26	_Z8g_StrEndPKc	g_StrEnd(char const*)
08220750	9	_Z8g_StrLenPKc	g_StrLen(char const*)
08220760	91	_Z11g_StrCmpLenPKcS0_i	g_StrCmpLen(char const*,char const*,int)
082207c0	84	_Z8g_StrCmpPKcS0_	g_StrCmp(char const*,char const*)
08220820	9	_Z8g_StrCpyPcPKc	g_StrCpy(char *,char const*)
08220830	26	_Z8g_StrCatPcPKc	g_StrCat(char *,char const*)
08220850	90	_Z11g_StrCpyLenPcPKci	g_StrCpyLen(char *,char const*,int)
082208b0	279	_Z8g_StrRepPcPKcS1_	g_StrRep(char *,char const*,char const*)
082209d0	26	_Z11g_StrCatLenPcPKci	g_StrCatLen(char *,char const*,int)
082209f0	2245	_Z9g_StrWrapPcPKci	g_StrWrap(char *,char const*,int)
082212c0	74	_ZN8KTabFile7Col2StrEiPc	KTabFile::Col2Str(int,char *)
08221310	37	_ZN8KTabFile5ClearEv	KTabFile::Clear(void)
08221340	189	_ZN8KTabFile8GetValueEiiPcm	KTabFile::GetValue(int,int,char *,unsigned long)
08221400	121	_ZN8KTabFile10FindColumnEPKc	KTabFile::FindColumn(char const*)
08221480	135	_ZN8KTabFile7FindRowEPKci	KTabFile::FindRow(char const*,int)
08221510	151	_ZN8KTabFile6SearchEPKcii	KTabFile::Search(char const*,int,int)
082215b0	90	_ZN8KTabFile6SearchEPKcS1_i	KTabFile::Search(char const*,char const*,int)
08221610	118	_ZN8KTabFile8GetFloatEiifPf	KTabFile::GetFloat(int,int,float,float *)
08221690	172	_ZN8KTabFile10GetIntegerEPKcS1_iPi	KTabFile::GetInteger(char const*,char const*,int,int *)
08221740	99	_ZN8KTabFile9GetStringEiiPKcPcm	KTabFile::GetString(int,int,char const*,char *,unsigned long)
082217b0	142	_ZN8KTabFile9GetStringEPKcS1_S1_Pcm	KTabFile::GetString(char const*,char const*,char const*,char *,unsigned long)
08221840	132	_ZN8KTabFile7Str2ColEPKc	KTabFile::Str2Col(char const*)
082218d0	142	_ZN8KTabFile9GetStringEiPKcS1_Pcmi	KTabFile::GetString(int,char const*,char const*,char *,unsigned long,int)
08221960	604	_ZN8KTabFile15CreateTabOffsetEv	KTabFile::CreateTabOffset(void)
08221bc0	180	_ZN8KTabFile4LoadEPKc	KTabFile::Load(char const*)
08221c80	164	_ZN8KTabFile8GetFloatEPKcS1_fPf	KTabFile::GetFloat(char const*,char const*,float,float *)
08221d30	161	_ZN8KTabFile8GetFloatEiPKcfPfi	KTabFile::GetFloat(int,char const*,float,float *,int)
08221de0	169	_ZN8KTabFile10GetIntegerEiPKciPii	KTabFile::GetInteger(int,char const*,int,int *,int)
08221e90	121	_ZN8KTabFile10GetIntegerEiiiPi	KTabFile::GetInteger(int,int,int,int *)
08221f10	113	_ZN8KTabFileD2Ev	KTabFile::~KTabFile()
08221f90	108	_ZN8KTabFileC1Ev	KTabFile::KTabFile(void)
08222000	108	_ZN8KTabFileC2Ev	KTabFile::KTabFile(void)
08222070	120	_ZN8KTabFileD0Ev	KTabFile::~KTabFile()
082220f0	113	_ZN8KTabFileD1Ev	KTabFile::~KTabFile()
08222170	7	_ZN8KTabFile4SaveEPKc	KTabFile::Save(char const*)
08222180	11	_ZN8KTabFile8GetWidthEv	KTabFile::GetWidth(void)
08222190	11	_ZN8KTabFile9GetHeightEv	KTabFile::GetHeight(void)
082221a0	10	_ZN12KTabFileCtrl8LoadPackEPKc	KTabFileCtrl::LoadPack(char const*)
082221b0	26	_ZN12KTabFileCtrl4SaveEv	KTabFileCtrl::Save(void)
082221d0	119	_ZN12KTabFileCtrl8GetValueEiiRPcm	KTabFileCtrl::GetValue(int,int,char *&,unsigned long)
08222250	132	_ZN12KTabFileCtrl7Str2ColEPKc	KTabFileCtrl::Str2Col(char const*)
082222e0	120	_ZN12KTabFileCtrl8GetFloatEiifPf	KTabFileCtrl::GetFloat(int,int,float,float *)
08222360	128	_ZN12KTabFileCtrl10GetIntegerEiiiPi	KTabFileCtrl::GetInteger(int,int,int,int *)
082223e0	127	_ZN12KTabFileCtrl9GetStringEiiPKcPcm	KTabFileCtrl::GetString(int,int,char const*,char *,unsigned long)
08222460	175	_ZN12KTabFileCtrl11InsertAfterEi	KTabFileCtrl::InsertAfter(int)
08222510	89	_ZN12KTabFileCtrl6RemoveEi	KTabFileCtrl::Remove(int)
08222570	107	_ZN12KTabFileCtrl10FindColumnEPKc	KTabFileCtrl::FindColumn(char const*)
082225e0	122	_ZN12KTabFileCtrl7FindRowEPKci	KTabFileCtrl::FindRow(char const*,int)
08222660	66	_ZN12KTabFileCtrl10GetColNameEi	KTabFileCtrl::GetColName(int)
082226b0	64	_ZN12KTabFileCtrl10GetRowNameEi	KTabFileCtrl::GetRowName(int)
082226f0	301	_ZN12KTabFileCtrl4SaveEPKc	KTabFileCtrl::Save(char const*)
08222820	48	_ZN12KTabFileCtrlC2Ev	KTabFileCtrl::KTabFileCtrl(void)
08222850	175	_ZN12KTabFileCtrl12InsertBeforeEi	KTabFileCtrl::InsertBefore(int)
08222900	48	_ZN12KTabFileCtrlC1Ev	KTabFileCtrl::KTabFileCtrl(void)
08222930	112	_ZN12KTabFileCtrl5ClearEv	KTabFileCtrl::Clear(void)
082229a0	57	_ZN12KTabFileCtrlD0Ev	KTabFileCtrl::~KTabFileCtrl()
082229e0	50	_ZN12KTabFileCtrlD1Ev	KTabFileCtrl::~KTabFileCtrl()
08222a20	50	_ZN12KTabFileCtrlD2Ev	KTabFileCtrl::~KTabFileCtrl()
08222a60	704	_ZN12KTabFileCtrl8SetValueEiiPKcmi	KTabFileCtrl::SetValue(int,int,char const*,unsigned long,int)
08222d20	103	_ZN12KTabFileCtrl10WriteFloatEiif	KTabFileCtrl::WriteFloat(int,int,float)
08222d90	103	_ZN12KTabFileCtrl12WriteIntegerEiii	KTabFileCtrl::WriteInteger(int,int,int)
08222e00	78	_ZN12KTabFileCtrl11WriteStringEiiPKcm	KTabFileCtrl::WriteString(int,int,char const*,unsigned long)
08222e50	116	_ZN12KTabFileCtrl12InsertNewColEPKc	KTabFileCtrl::InsertNewCol(char const*)
08222ed0	224	_ZN12KTabFileCtrl4InitEPKcPSsi	KTabFileCtrl::Init(char const*,std::string *,int)
08222fb0	896	_ZN12KTabFileCtrl4LoadEPKc	KTabFileCtrl::Load(char const*)
08223330	126	_ZN12KTabFileCtrl9GetStringEPKcS1_S1_Pcm	KTabFileCtrl::GetString(char const*,char const*,char const*,char *,unsigned long)
082233b0	114	_ZN12KTabFileCtrl10GetIntegerEPKcS1_iPi	KTabFileCtrl::GetInteger(char const*,char const*,int,int *)
08223430	114	_ZN12KTabFileCtrl8GetFloatEPKcS1_fPf	KTabFileCtrl::GetFloat(char const*,char const*,float,float *)
082234b0	46	_ZN11TTabColNodeD0Ev	TTabColNode::~TTabColNode()
082234e0	137	_ZN12KTabFileCtrl8GetFloatEiPKcfPfi	KTabFileCtrl::GetFloat(int,char const*,float,float *,int)
08223570	137	_ZN12KTabFileCtrl10GetIntegerEiPKciPii	KTabFileCtrl::GetInteger(int,char const*,int,int *,int)
08223600	159	_ZN12KTabFileCtrl9GetStringEiPKcS1_Pcmi	KTabFileCtrl::GetString(int,char const*,char const*,char *,unsigned long,int)
082236a0	26	_ZN12KTabFileCtrl8GetWidthEv	KTabFileCtrl::GetWidth(void)
082236c0	14	_ZN12KTabFileCtrl9GetHeightEv	KTabFileCtrl::GetHeight(void)
082236d0	39	_ZN11TTabColNodeD1Ev	TTabColNode::~TTabColNode()
08223700	89	_ZN12TTabLineNodeD1Ev	TTabLineNode::~TTabLineNode()
08223760	96	_ZN12TTabLineNodeD0Ev	TTabLineNode::~TTabLineNode()
082237c0	29	TIsHightChar	TIsHightChar
082237e0	41	TCalcStepByChar	TCalcStepByChar
08223810	49	TIsLocalChar	TIsLocalChar
08223850	64	TIsLocalWord	TIsLocalWord
08223890	66	_Z41__static_initialization_and_destruction_0ii_84	_Z41__static_initialization_and_destruction_0ii_84
082238e0	16	_GLOBAL__I_RegisterInlineCtrl	`global constructor keyed to'RegisterInlineCtrl
082238f0	16	__tcf_0_72	__tcf_0_72
08223900	41	TSplitStringLine	TSplitStringLine
08223930	48	TGetEncodedTextEffectCtrls	TGetEncodedTextEffectCtrls
08223960	56	TGetEncodedTextOutputLenPos	TGetEncodedTextOutputLenPos
082239a0	42	TClearSpecialCtrlInEncodedText	TClearSpecialCtrlInEncodedText
082239d0	49	TFindSpecialCtrlInEncodedText	TFindSpecialCtrlInEncodedText
08223a10	76	TGetEncodedTextLineCount	TGetEncodedTextLineCount
08223a60	34	TRemoveCtrlInEncodedText	TRemoveCtrlInEncodedText
08223a90	34	TFilterEncodedText	TFilterEncodedText
08223ac0	48	TEncodeTextAndPickCtrl	TEncodeTextAndPickCtrl
08223af0	41	TEncodeText	TEncodeText
08223b20	62	TGetEncodeStringLineHeadPos	TGetEncodeStringLineHeadPos
08223b60	48	TSplitEncodedString	TSplitEncodedString
08223b90	41	TSplitString	TSplitString
08223bc0	76	TGetLimitLenEncodedString	TGetLimitLenEncodedString
08223c10	48	TGetLimitLenString	TGetLimitLenString
08223c40	27	TIsCharacterNotAlowAtLineHead	TIsCharacterNotAlowAtLineHead
08223c60	41	TGetSecondVisibleCharacterThisLine	TGetSecondVisibleCharacterThisLine
08223c90	36	InitTextRender	InitTextRender
08223cc0	27	RemoveInlineWndCtrl	RemoveInlineWndCtrl
08223ce0	27	RegisterInlineCtrl	RegisterInlineCtrl
08223d00	34	GetCtrlHandleByStr	GetCtrlHandleByStr
08223d30	27	GetCtrlHandle	GetCtrlHandle
08223d50	205	_ZN8KPolygon16IsPointInPolygonE8tagPOINT	KPolygon::IsPointInPolygon(tagPOINT)
08223e20	205	_ZN8KPolygon16IsPointInPolygonEii	KPolygon::IsPointInPolygon(int,int)
08223ef0	98	_ZN8KPolygon13GetNearVertexE8tagPOINT	KPolygon::GetNearVertex(tagPOINT)
08223f60	40	_ZN8KPolygon14GetIndexVertexEiP8tagPOINT	KPolygon::GetIndexVertex(int,tagPOINT *)
08223f90	65	_ZN8KPolygon17RemoveIndexVertexEi	KPolygon::RemoveIndexVertex(int)
08223fe0	290	_ZN8KPolygon16AddPointToVertexE8tagPOINT	KPolygon::AddPointToVertex(tagPOINT)
08224110	290	_ZN8KPolygon16AddPointToVertexEii	KPolygon::AddPointToVertex(int,int)
08224240	86	_ZN8KPolygon12GetCenterPosEP8tagPOINT	KPolygon::GetCenterPos(tagPOINT *)
082242a0	309	_ZN8KPolygon11ShiftVertexEii	KPolygon::ShiftVertex(int,int)
082243e0	60	_ZN8KPolygon13GetLeftVertexEv	KPolygon::GetLeftVertex(void)
08224420	60	_ZN8KPolygon14GetRightVertexEv	KPolygon::GetRightVertex(void)
08224460	29	_ZN8KPolygon5ClearEv	KPolygon::Clear(void)
08224480	29	_ZN8KPolygonC1Ev	KPolygon::KPolygon(void)
082244a0	29	_ZN8KPolygonC2Ev	KPolygon::KPolygon(void)
082244c0	191	_ZN8KPolygon10LoopVertexEi	KPolygon::LoopVertex(int)
08224580	5	_ZN11KTextRenderD2Ev	KTextRender::~KTextRender()
08224590	5	_ZN11KTextRenderD1Ev	KTextRender::~KTextRender()
082245a0	90	_ZN11KTextRender4InitE19KE_PRODUCT_LANGUAGE	KTextRender::Init(KE_PRODUCT_LANGUAGE)
08224600	7	_ZN11KTextRender28IsCharacterNotAlowAtLineHeadEPKc	KTextRender::IsCharacterNotAlowAtLineHead(char const*)
08224610	209	_ZN11KTextRender11SplitStringEPKcii	KTextRender::SplitString(char const*,int,int)
082246f0	236	_ZN11KTextRender25GetEncodedTextEffectCtrlsEPKciR8KTP_CTRLS3_	KTextRender::GetEncodedTextEffectCtrls(char const*,int,KTP_CTRL &,KTP_CTRL &)
082247e0	345	_ZN11KTextRender18SplitEncodedStringEPKciii	KTextRender::SplitEncodedString(char const*,int,int,int)
08224940	153	_ZN11KTextRender33GetSecondVisibleCharacterThisLineEPKcii	KTextRender::GetSecondVisibleCharacterThisLine(char const*,int,int)
082249e0	1202	_ZN11KTextRender23GetEncodedTextLineCountEPKciiRiiiii	KTextRender::GetEncodedTextLineCount(char const*,int,int,int &,int,int,int,int)
08224ea0	728	_ZN11KTextRender26GetEncodeStringLineHeadPosEPKciiiii	KTextRender::GetEncodeStringLineHeadPos(char const*,int,int,int,int,int)
08225180	440	_ZN11KTextRender17FilterEncodedTextEPci	KTextRender::FilterEncodedText(char *,int)
08225340	567	_ZN11KTextRender24GetLimitLenEncodedStringEPKciiiPcRiii	KTextRender::GetLimitLenEncodedString(char const*,int,int,int,char *,int &,int,int)
08225580	161	_ZN11KTextRender17GetLimitLenStringEPKciPci	KTextRender::GetLimitLenString(char const*,int,char *,int)
08225630	715	_ZN11KTextRender11_EncodeCtrlEiPciS0_RiS1_iP14KInlineControl	KTextRender::_EncodeCtrl(int,char *,int,char *,int &,int &,int,KInlineControl *)
08225900	621	_ZN11KTextRender11_EncodeCtrlEPciRiS1_S1_S1_P14KInlineControl	KTextRender::_EncodeCtrl(char *,int,int &,int &,int &,int &,KInlineControl *)
08225b70	368	_ZN11KTextRender21EncodeTextAndPickCtrlEPciP14KInlineControlRi	KTextRender::EncodeTextAndPickCtrl(char *,int,KInlineControl *,int &)
08225ce0	21	_ZN11KTextRenderC1Ev	KTextRender::KTextRender(void)
08225d00	21	_ZN11KTextRenderC2Ev	KTextRender::KTextRender(void)
08225d20	149	_ZN11KTextRender23RemoveCtrlInEncodedTextEPci	KTextRender::RemoveCtrlInEncodedText(char *,int)
08225dc0	115	_ZN11KTextRender15SplitStringLineEPcii	KTextRender::SplitStringLine(char *,int,int)
08225e40	349	_ZN11KTextRender26GetEncodedTextOutputLenPosEPKciRibi	KTextRender::GetEncodedTextOutputLenPos(char const*,int,int &,bool,int)
08225fa0	331	_ZN11KTextRender29ClearSpecialCtrlInEncodedTextEPcic	KTextRender::ClearSpecialCtrlInEncodedText(char *,int,char)
082260f0	162	_ZN11KTextRender28FindSpecialCtrlInEncodedTextEPKciic	KTextRender::FindSpecialCtrlInEncodedText(char const*,int,int,char)
082261a0	522	_ZN11KTextRender11_EncodeCtrlEiPciS0_	KTextRender::_EncodeCtrl(int,char *,int,char *)
082263b0	491	_ZN11KTextRender11_EncodeCtrlEPciRiS1_	KTextRender::_EncodeCtrl(char *,int,int &,int &)
082265a0	416	_ZN11KTextRender10EncodeTextEPcii	KTextRender::EncodeText(char *,int,int)
08226740	38	_ZN15KInlineCtrlTool18RegisterInlineCtrlEP14IInlineControl	KInlineCtrlTool::RegisterInlineCtrl(IInlineControl *)
08226770	107	_ZN15KInlineCtrlTool19RemoveInlineWndCtrlEP14IInlineControl	KInlineCtrlTool::RemoveInlineWndCtrl(IInlineControl *)
082267e0	5	__tcf_0_73	__tcf_0_73
082267f0	85	_Z41__static_initialization_and_destruction_0ii_85	_Z41__static_initialization_and_destruction_0ii_85
08226850	16	_GLOBAL__I__ZN15KInlineCtrlTool7ms_ToolE	`global constructor keyed to'KInlineCtrlTool::ms_Tool
08226860	157	_ZN15KInlineCtrlTool18GetCtrlHandleByStrEPci	KInlineCtrlTool::GetCtrlHandleByStr(char *,int)
08226900	103	_ZN15KInlineCtrlTool13GetCtrlHandleEi	KInlineCtrlTool::GetCtrlHandle(int)
08226970	28	_ZN8KMemFileC2Ev	KMemFile::KMemFile(void)
08226990	28	_ZN8KMemFileC1Ev	KMemFile::KMemFile(void)
082269b0	35	_ZN8KMemFile5CloseEv	KMemFile::Close(void)
082269e0	9	_ZN8KMemFileD1Ev	KMemFile::~KMemFile()
082269f0	9	_ZN8KMemFileD2Ev	KMemFile::~KMemFile()
08226a00	25	_ZN8KMemFile6IsOpenEv	KMemFile::IsOpen(void)
08226a20	55	_ZN8KMemFile4SeekElm	KMemFile::Seek(long,unsigned long)
08226a60	13	_ZN8KMemFile4TellEv	KMemFile::Tell(void)
08226a70	10	_ZN8KMemFile4SizeEv	KMemFile::Size(void)
08226a80	89	_ZN8KMemFile4ReadEPvm	KMemFile::Read(void *,unsigned long)
08226ae0	84	_ZN8KMemFile4OpenEPKc	KMemFile::Open(char const*)
08226b40	5	_ZN15KMemFileManager10InitializeEv	KMemFileManager::Initialize(void)
08226b50	81	_Z32gOnUpdateFinishForMemFileManagermm	gOnUpdateFinishForMemFileManager(unsigned long,unsigned long)
08226bb0	95	_ZN15KMemFileManagerC1Ev	KMemFileManager::KMemFileManager(void)
08226c10	66	_Z41__static_initialization_and_destruction_0ii_86	_Z41__static_initialization_and_destruction_0ii_86
08226c60	16	_GLOBAL__I_g_MemFileManager	`global constructor keyed to'g_MemFileManager
08226c70	262	_Z22gUnAdviseMemFileNotifyPKc	gUnAdviseMemFileNotify(char const*)
08226d80	194	_ZN15KMemFileManager10GetDataRefEPKcRPhRm	KMemFileManager::GetDataRef(char const*,unsigned char *&,unsigned long &)
08226e50	178	_ZN15KMemFileManager7IsExistEPKc	KMemFileManager::IsExist(char const*)
08226f10	172	_ZN15KMemFileManager9RemoveAllEv	KMemFileManager::RemoveAll(void)
08226fc0	20	_Z20gClearMemFileManagerv	gClearMemFileManager(void)
08226fe0	9	_ZN15KMemFileManager12UnInitializeEv	KMemFileManager::UnInitialize(void)
08226ff0	95	_ZN15KMemFileManagerC2Ev	KMemFileManager::KMemFileManager(void)
08227050	102	_ZN15KMemFileManagerD1Ev	KMemFileManager::~KMemFileManager()
082270c0	16	__tcf_0_74	__tcf_0_74
082270d0	102	_ZN15KMemFileManagerD2Ev	KMemFileManager::~KMemFileManager()
08227140	614	_Z20gAdviseMemFileNotifyPKcP15IKMemFileNotify	gAdviseMemFileNotify(char const*,IKMemFileNotify *)
082273b0	564	_ZN15KMemFileManager10RemoveFileEPKc	KMemFileManager::RemoveFile(char const*)
082275f0	27	_Z25gRemoveFromMemFileManagerPKc	gRemoveFromMemFileManager(char const*)
08227610	853	_ZN15KMemFileManager7AddFileEPKcPhm	KMemFileManager::AddFile(char const*,unsigned char *,unsigned long)
08227970	41	_Z20gAddToMemFileManagerPKcPhm	gAddToMemFileManager(char const*,unsigned char *,unsigned long)
082279a0	291	_ZNSt6vectorIP15IKMemFileNotifySaIS1_EE13_M_insert_auxEN9__gnu_cxx17__normal_iteratorIPS1_S3_EERKS1_	std::vector<IKMemFileNotify *,std::allocator<IKMemFileNotify *>>::_M_insert_aux(__gnu_cxx::__normal_iterator<IKMemFileNotify **,std::vector<IKMemFileNotify *,std::allocator<IKMemFileNotify *>>>,IKMemFileNotify * const&)
08227ad0	273	_ZNSt8_Rb_treeISsSt4pairIKSsP15IKMemFileNotifyESt10_Select1stIS4_ESt4lessISsESaIS4_EE9_M_insertEPSt18_Rb_tree_node_baseSC_RKS4_	std::_Rb_tree<std::string,std::pair<std::string const,IKMemFileNotify *>,std::_Select1st<std::pair<std::string const,IKMemFileNotify *>>,std::less<std::string>,std::allocator<std::pair<std::string const,IKMemFileNotify *>>>::_M_insert(std::_Rb_tree_node_base *,std::_Rb_tree_node_base *,std::pair<std::string const,IKMemFileNotify *> const&)
08227bf0	275	_ZNSt8_Rb_treeISsSt4pairIKSsP15IKMemFileNotifyESt10_Select1stIS4_ESt4lessISsESaIS4_EE4findERS1_	std::_Rb_tree<std::string,std::pair<std::string const,IKMemFileNotify *>,std::_Select1st<std::pair<std::string const,IKMemFileNotify *>>,std::less<std::string>,std::allocator<std::pair<std::string const,IKMemFileNotify *>>>::find(std::string const&)
08227d10	275	_ZNSt8_Rb_treeISsSt4pairIKSsN15KMemFileManager15tagKMemFileDataEESt10_Select1stIS4_ESt4lessISsESaIS4_EE9_M_insertEPSt18_Rb_tree_node_baseSC_RKS4_	std::_Rb_tree<std::string,std::pair<std::string const,KMemFileManager::tagKMemFileData>,std::_Select1st<std::pair<std::string const,KMemFileManager::tagKMemFileData>>,std::less<std::string>,std::allocator<std::pair<std::string const,KMemFileManager::tagKMemFileData>>>::_M_insert(std::_Rb_tree_node_base *,std::_Rb_tree_node_base *,std::pair<std::string const,KMemFileManager::tagKMemFileData> const&)
08227e30	455	_ZNSt8_Rb_treeISsSt4pairIKSsN15KMemFileManager15tagKMemFileDataEESt10_Select1stIS4_ESt4lessISsESaIS4_EE13insert_uniqueERKS4_	std::_Rb_tree<std::string,std::pair<std::string const,KMemFileManager::tagKMemFileData>,std::_Select1st<std::pair<std::string const,KMemFileManager::tagKMemFileData>>,std::less<std::string>,std::allocator<std::pair<std::string const,KMemFileManager::tagKMemFileData>>>::insert_unique(std::pair<std::string const,KMemFileManager::tagKMemFileData> const&)
08228000	435	_ZNSt8_Rb_treeISsSt4pairIKSsP15IKMemFileNotifyESt10_Select1stIS4_ESt4lessISsESaIS4_EE13insert_uniqueERKS4_	std::_Rb_tree<std::string,std::pair<std::string const,IKMemFileNotify *>,std::_Select1st<std::pair<std::string const,IKMemFileNotify *>>,std::less<std::string>,std::allocator<std::pair<std::string const,IKMemFileNotify *>>>::insert_unique(std::pair<std::string const,IKMemFileNotify *> const&)
